"","1","2","3","4","5","6","7","8","9"
"029657806",98,107,274,133,62,45,49,35,25
"029681087",164,91,12,5,0,0,1,0,0
"029695053",78,14,27,20,15,16,7,8,12
"029700858",66,20,9,2,0,0,0,4,0
"029713765",23,12,12,19,19,16,6,6,13
"029716797",50,17,19,17,19,10,20,15,10
"029717670",30,38,14,20,10,11,3,8,16
"029722303",73,23,26,18,11,6,16,7,12
"029724911",41,22,13,11,4,19,7,5,2
"029739638",81,66,73,21,5,22,12,15,4
"029743478",112,71,87,53,16,13,12,92,15
"029752532",17,7,12,16,6,12,8,12,10
"029762390",167,21,189,88,110,159,190,154,109
"029779584",280,201,131,158,94,57,60,52,63
"029786357",49,15,13,8,12,5,7,2,5
"029790073",390,209,171,144,102,77,92,94,67
"029830759",25,30,56,14,0,5,1,2,0
"029840634",40,16,9,40,10,69,27,2,23
"029847670",40,7,15,26,28,20,5,16,9
"029855640",768,271,197,155,124,112,103,121,95
"029861580",167,133,79,79,71,39,29,33,18
"029874526",57,40,41,32,18,10,13,8,8
"029886327",186,119,59,46,34,31,23,28,17
"029901019",39,29,16,15,14,7,4,8,2
"029904083",45,20,13,16,20,14,14,4,9
"029904158",27,37,16,9,11,8,4,2,5
"029909384",58,94,36,18,12,26,24,14,26
"029936002",235,151,76,43,93,73,29,30,32
"029946931",32,27,8,9,7,4,4,9,5
"029971780",14,4,7,17,44,32,1,3,6
"029973745",162,41,35,45,16,8,32,22,15
"029979804",374,292,266,224,169,115,88,74,76
"029992497",61,21,2,12,9,14,24,0,49
"030000470",43,42,27,21,40,27,22,7,25
"030000835",167,146,46,38,45,48,30,44,24
"030006469",84,67,47,44,15,17,5,10,12
"030007637",102,107,184,5,2,0,2,0,0
"030014849",59,18,30,8,0,3,2,0,14
"030018741",43,24,16,40,29,20,19,15,12
"030026850",57,61,8,0,3,12,4,44,41
"030027130",6,10,11,13,6,27,18,0,17
"030045025",317,103,69,89,30,57,45,23,35
"030059240",45,24,8,10,10,2,7,2,2
"030070239",60,13,8,17,3,11,20,2,4
"030071633",127,186,37,8,0,2,1,0,2
"030080829",62,17,8,18,23,24,0,16,22
"030085690",76,73,91,23,219,260,13,21,8
"030087357",11,111,4,39,2,11,3,4,3
"030098086",139,56,60,50,30,36,35,23,15
"030099386",96,39,55,30,20,22,17,18,32
"030099667",89,41,41,32,9,14,10,25,5
"030115059",205,30,4,3,0,1,13,0,8
"030119200",41,30,9,7,9,11,4,4,4
"030119382",51,39,24,11,18,7,6,5,10
"030123488",156,122,104,57,70,62,46,25,35
"030123751",149,34,72,6,5,3,1,4,5
"030124221",34,20,17,19,10,11,23,25,23
"030129142",73,112,355,117,261,248,189,34,19
"030130533",45,48,17,8,7,7,13,6,1
"030136451",87,35,33,23,38,14,19,16,14
"030142454",37,25,13,11,6,5,4,1,1
"030146955",437,308,12,1,5,110,88,0,0
"030159263",5,0,39,71,4,2,0,0,0
"030160782",56,49,105,303,452,223,8,32,43
"030161871",28,23,18,3,9,9,9,8,10
"030175194",393,257,190,191,113,99,151,46,30
"030178508",21,7,18,27,8,9,8,5,4
"030188288",80,51,16,96,18,17,54,37,47
"030205967",66,26,18,10,15,6,6,4,2
"030212336",67,31,26,25,16,11,7,10,3
"030224117",76,53,15,30,7,21,4,10,1
"030224968",106,44,48,31,38,29,30,38,19
"030225734",16,126,402,21,0,4,12,3,1
"030231562",112,87,53,50,47,23,28,37,21
"030232115",31,23,19,10,14,8,6,6,6
"030234236",129,74,66,50,42,46,47,41,25
"030243906",41,42,25,4,39,21,14,12,9
"030256739",39,23,36,22,18,14,16,9,8
"030266092",330,179,153,108,78,72,71,47,61
"030271998",93,39,31,54,32,25,22,29,13
"030282909",55,25,35,15,12,39,30,7,7
"030290337",35,8,12,18,22,19,6,0,8
"030294586",57,14,8,4,4,0,10,6,0
"030315980",103,65,23,84,113,24,25,16,6
"030320196",5,0,74,0,0,20,2,0,0
"030320832",55,22,14,19,36,17,9,9,2
"030331441",35,15,22,11,5,6,1,4,2
"030336432",230,40,17,12,18,8,10,4,52
"030342877",31,42,34,21,18,8,7,3,5
"030346774",124,53,107,82,37,27,14,32,1
"030352822",94,83,63,68,23,51,76,13,77
"030381610",51,36,17,21,24,6,5,7,1
"030384325",157,76,35,20,15,13,30,9,23
"030397025",88,43,27,31,24,20,20,15,9
"030406198",60,23,19,7,9,5,4,3,5
"030408780",34,12,6,9,12,19,4,9,3
"030416809",165,105,90,35,26,12,22,31,11
"030417182",78,29,17,9,10,3,4,5,6
"030421365",112,91,47,25,26,19,17,17,23
"030431225",86,20,9,8,29,2,1,22,6
"030443121",108,28,32,41,27,52,21,13,3
"030446819",39,16,28,6,3,1,7,7,5
"030454420",126,34,40,79,22,24,44,34,23
"030455026",83,35,23,6,7,6,5,5,15
"030458991",31,29,22,15,8,13,12,14,20
"030460161",92,72,37,36,20,29,10,16,14
"030460455",56,68,53,17,28,9,8,22,9
"030461409",153,120,87,41,22,72,6,16,14
"030464796",510,248,151,183,87,75,46,74,130
"030468578",303,185,138,123,139,71,77,84,57
"030471374",3056,1671,1098,1288,1058,629,497,415,691
"030475743",36,23,25,21,17,5,15,7,4
"030476084",24,5,18,9,9,29,11,1,21
"030480029",94,56,70,7,19,6,11,27,4
"030483205",202,105,71,27,34,39,34,22,6
"030490049",58,37,7,5,2,1,2,6,16
"030490387",120,44,26,36,46,14,8,13,12
"030492409",38,19,25,8,20,29,13,22,25
"030500388",31,37,29,15,9,17,19,10,2
"030506036",38,27,16,12,15,11,7,5,5
"030506133",16,42,15,8,4,9,10,1,1
"030521363",206,21,1,1,0,1,44,1,67
"030526701",193,120,139,98,71,66,58,47,49
"030528020",95,33,38,30,16,26,30,20,13
"030532410",39,16,0,66,8,0,29,7,24
"030542492",0,79,62,4,0,0,1,0,0
"030563261",95,37,39,40,23,11,14,17,14
"030568369",18,18,22,12,10,3,8,5,6
"030579213",122,66,55,45,42,22,20,8,17
"030582014",243,183,95,89,55,49,27,38,24
"030585046",38,23,16,41,11,2,12,9,8
"030601199",29,15,24,26,17,10,6,7,3
"030604524",184,194,181,115,112,77,64,56,62
"030610398",16,11,8,24,14,13,8,14,3
"030616742",11,42,11,11,13,14,10,0,0
"030618623",53,13,14,7,5,3,6,9,2
"030618769",64,29,10,20,13,10,9,6,11
"030633762",263,31,3,5,20,0,2,1,3
"030648901",43,138,76,157,12,5,6,1,20
"030648927",151,80,49,28,7,28,13,20,17
"030650113",18,18,29,54,20,6,5,9,3
"030651579",37,20,13,16,12,17,5,17,11
"030653901",564,237,168,79,426,220,258,279,173
"030656144",60,51,42,66,34,10,16,8,4
"030664510",60,35,24,18,25,12,7,1,10
"030666684",44,16,4,10,7,0,3,5,11
"030671002",116,84,48,38,33,13,16,15,13
"030683395",55,71,28,39,11,1,10,5,11
"030685911",71,28,27,9,10,10,28,11,8
"030691075",692,359,460,373,264,211,156,165,143
"030692461",56,89,42,37,44,21,25,34,29
"030693592",44,34,10,13,19,11,4,28,8
"030694608",0,6,0,18,0,0,0,52,103
"030695530",356,51,120,114,20,117,44,196,167
"030700793",66,75,35,56,41,365,84,35,43
"030703433",81,35,41,12,24,33,7,20,21
"030712848",690,535,530,476,307,172,108,154,149
"030730030",26,27,15,6,8,11,5,1,4
"030752349",105,5,20,13,11,9,15,8,2
"030769376",33,15,20,6,5,10,2,9,4
"030771252",149,83,86,81,50,48,31,32,41
"030771583",78,37,15,25,29,10,16,18,22
"030772334",32,31,24,4,16,12,3,8,6
"030772495",69,50,13,7,10,12,12,6,4
"030776314",121,89,65,41,38,34,23,20,24
"030778864",37,40,10,12,33,25,14,20,5
"030783757",47,37,25,30,12,2,6,5,32
"030784888",105,71,41,89,28,19,10,98,42
"030786248",116,109,78,43,51,48,31,20,38
"030787105",434,49,46,4,30,0,3,33,76
"030791599",91,28,23,50,19,45,32,12,18
"030791966",470,209,203,158,182,123,151,77,49
"030793207",49,31,18,11,5,18,4,3,4
"030793475",12,11,28,59,0,0,0,0,0
"030798248",65,57,45,44,30,13,11,7,12
"030804710",116,91,21,33,17,15,16,36,17
"030805147",106,34,53,14,6,7,3,21,3
"030806103",296,34,4,16,0,15,4,4,82
"030809305",43,29,22,17,13,14,2,3,10
"030811426",11,23,26,33,18,2,2,0,0
"030812432",47,45,23,28,23,17,13,10,16
"030817290",132,104,24,72,79,29,107,9,28
"030821909",167,60,94,35,95,18,26,18,36
"030832075",76,43,42,16,8,21,18,12,2
"030858922",209,108,105,70,68,51,44,34,34
"030858971",90,52,37,26,24,18,14,27,20
"030866545",3986,3019,1976,1519,1087,894,788,702,509
"030868475",65,28,35,27,24,23,15,13,13
"030879860",78,21,19,39,22,17,9,8,6
"030900831",40,28,30,37,11,9,13,6,3
"030902381",18,34,16,15,9,5,12,3,12
"030910822",299,60,63,60,37,69,189,67,153
"030934074",97,47,23,16,24,6,12,4,18
"030934731",34,46,43,11,14,18,4,9,22
"030940530",54,27,20,11,12,4,4,7,9
"030949903",33,20,15,13,13,27,34,15,3
"030963826",47,123,20,60,68,41,15,79,39
"030968189",78,12,17,4,2,2,3,2,3
"030975692",322,50,26,13,4,3,4,6,49
"030997334",52,27,27,22,40,12,8,5,5
"030999866",38,15,20,17,5,14,7,1,0
"031001253",68,23,39,33,33,21,17,18,17
"031001832",49,22,29,23,18,7,9,16,5
"031002058",37,30,11,13,13,2,10,5,11
"031009616",58,42,30,2,23,9,7,6,3
"031031594",64,29,27,20,12,11,10,8,9
"031032329",125,79,51,65,41,22,29,17,32
"031034911",223,114,137,101,102,73,76,53,35
"031036221",34,13,18,12,13,12,3,9,6
"031037898",59,45,1,8,7,4,3,10,0
"031040074",36,11,29,9,3,9,9,6,11
"031042849",37,6,26,7,8,7,1,8,3
"031044209",93,25,16,35,26,11,28,26,26
"031045131",69,33,18,16,12,7,2,14,13
"031045821",36,4,13,8,11,6,9,7,11
"031051014",32,26,46,38,13,10,6,6,5
"031052723",133,74,49,85,48,30,22,15,10
"031056690",28,23,52,12,23,0,0,0,31
"031067783",108,9,2,7,10,8,1,4,8
"031070972",117,39,66,30,33,37,18,19,21
"031074255",40,20,16,17,10,5,5,3,2
"031076151",272,159,126,73,53,82,20,52,32
"031084726",73,48,35,19,10,21,8,25,11
"031087476",161,127,57,73,38,42,27,20,23
"031091204",64,3,3,3,10,10,26,12,17
"031094415",56,48,0,0,7,0,0,0,0
"031098531",1598,962,729,570,529,337,395,257,332
"031099716",182,85,106,81,76,46,49,30,45
"031102627",74,43,41,40,40,17,21,18,18
"031102965",83,69,58,43,13,15,18,11,5
"031103161",109,71,115,54,45,39,19,26,28
"031108009",39,17,19,11,10,6,2,3,5
"031113533",57,20,22,17,13,10,13,15,5
"031137391",1979,1379,883,705,532,324,300,210,229
"031137656",51,26,20,36,39,6,0,1,3
"031141534",70,52,40,24,32,22,17,14,9
"031168719",51,29,26,28,15,26,26,14,13
"031175193",48,15,7,3,5,8,7,2,11
"031178695",80,22,38,20,30,26,23,13,5
"031179807",85,93,9,6,2,4,7,3,7
"031180151",37,20,40,25,21,14,5,3,27
"031181394",26,15,19,13,20,17,13,10,1
"031187433",270,101,126,60,102,61,32,23,40
"031192649",20,10,83,68,10,5,13,12,22
"031199198",637,229,134,105,113,108,82,121,161
"031236347",68,46,22,23,32,11,19,5,8
"031242154",25,21,9,13,7,7,8,8,2
"031283435",262,123,149,124,119,119,86,106,83
"031325538",124,92,156,65,48,21,30,21,12
"031331051",292,187,177,140,156,131,102,58,57
"031335842",297,76,75,82,52,18,85,43,15
"031344984",108,41,57,47,37,42,30,23,36
"031346005",108,53,72,33,31,22,32,26,23
"031356391",116,95,79,61,25,15,20,11,27
"031357804",44,60,22,8,27,18,18,16,8
"031368863",71,39,73,42,33,23,39,7,9
"031374879",149,94,63,53,49,21,28,16,18
"031394547",72,43,54,10,10,5,1,6,16
"031408297",48,21,18,14,7,8,14,13,12
"031411390",42,38,38,12,9,15,7,12,10
"031414048",29,16,19,7,4,1,4,20,4
"031428527",97,21,29,30,26,32,14,20,14
"031431901",40,15,22,12,8,5,3,9,7
"031432404",66,9,2,6,1,9,5,2,4
"031432615",63,21,22,18,12,21,2,13,9
"031435915",33,43,21,13,0,4,2,6,6
"031436827",39,28,26,6,34,12,10,10,10
"031444433",111,41,29,18,11,3,22,27,11
"031457831",32,19,14,8,13,6,8,3,2
"031463147",36,18,23,5,6,14,6,3,9
"031473945",137,129,62,58,48,11,26,16,27
"031479793",61,39,27,50,16,16,17,12,12
"031502933",19,2,23,12,12,12,10,11,0
"031505027",339,281,404,91,51,66,40,32,90
"031505071",81,32,4,20,15,12,12,7,18
"031519176",88,51,61,33,46,52,52,37,15
"031531122",78,18,6,22,3,5,12,8,23
"031535149",21,45,3,172,103,35,7,2,0
"031553795",51,31,24,42,27,34,13,18,12
"031563265",105,65,59,26,28,25,25,27,29
"031575173",39,23,13,14,22,6,9,7,9
"031576887",145,67,221,367,243,33,100,143,58
"031585099",83,59,40,6,2,2,10,11,0
"031595296",86,44,46,21,23,19,23,28,18
"031595309",26,26,16,8,5,13,3,2,2
"031601920",7,59,48,49,15,7,4,2,0
"031608284",57,33,27,36,26,16,8,12,18
"031622307",30,22,9,37,10,10,4,11,0
"031630650",29,20,22,15,8,8,10,12,4
"031634918",57,26,19,21,6,7,10,5,2
"031637879",20,19,21,26,7,3,6,3,10
"031645059",34,34,34,10,28,15,7,8,7
"031659431",89,54,58,30,12,22,11,17,15
"031669534",104,53,69,35,34,20,19,14,14
"031685993",24,14,24,15,10,9,7,7,21
"031690480",57,31,10,34,23,25,16,20,10
"031695323",50,77,50,3,26,31,16,19,11
"031718047",173,35,0,2,6,14,12,0,0
"031726016",255,155,105,78,86,55,66,41,47
"031733637",6,137,97,4,5,0,3,0,0
"031737534",85,21,7,0,0,0,0,0,12
"031738776",79,19,47,9,8,7,0,1,11
"031738946",40,14,23,1,1,9,6,2,11
"031748978",421,267,217,202,128,70,72,63,45
"031749765",21,86,27,5,5,5,1,17,4
"031751811",95,67,36,70,15,9,24,89,24
"031764616",134,66,37,39,42,5,53,10,55
"031766033",105,21,40,22,12,17,13,19,9
"031766751",69,21,36,29,8,11,9,16,19
"031777167",558,478,283,240,215,117,135,198,110
"031806974",60,54,14,24,32,13,23,6,8
"031814143",49,14,8,2,8,8,4,8,9
"031817661",101,31,24,2,5,2,4,6,7
"031819998",87,53,40,18,14,3,2,5,3
"031827439",486,186,178,221,69,47,50,35,127
"031828783",206,138,133,110,59,80,75,57,35
"031834757",57,15,14,33,32,2,3,0,5
"031837490",79,66,74,38,44,30,41,32,27
"031855047",110,64,50,59,25,30,24,20,25
"031872612",28,27,24,10,8,26,26,3,7
"031903834",31,22,7,8,8,8,8,6,4
"031929990",25,16,17,24,3,7,5,48,2
"031930357",131,22,58,42,31,60,31,3,42
"031938079",46,14,12,25,10,19,7,13,12
"031942493",47,15,34,15,27,19,18,11,10
"031961485",59,24,23,21,6,13,14,6,4
"031976897",464,388,218,67,52,40,48,41,54
"031985620",25,14,13,10,7,9,15,4,8
"031986925",112,84,58,80,91,57,59,60,20
"031988728",46,51,15,24,3,13,19,5,15
"031994218",992,284,265,255,281,216,342,64,156
"031996775",134,53,18,50,67,72,42,40,19
"031998284",38,24,12,25,13,22,7,12,0
"032001406",42,30,28,20,17,17,11,5,10
"032017725",75,18,24,22,7,8,17,10,7
"032022956",49,23,21,6,21,15,8,8,7
"032042827",618,314,143,200,187,112,84,44,181
"032059607",28,31,14,22,12,13,14,7,5
"032063588",393,153,64,44,34,16,3,3,12
"032078284",36,27,13,9,8,0,6,8,3
"032078933",38,7,11,9,27,10,5,9,5
"032079332",197,105,96,94,60,51,43,44,40
"032082737",20,54,6,64,34,29,7,14,4
"032084829",50,41,30,23,10,17,2,2,1
"032097870",23,21,13,21,21,16,7,2,2
"032100732",44,19,28,45,19,18,2,7,13
"032117157",83,59,47,24,14,27,31,11,29
"032129876",172,95,43,32,21,25,11,15,17
"032133480",62,16,32,3,21,3,2,1,3
"032133647",366,236,180,195,176,103,100,81,71
"032142749",81,0,0,39,0,0,0,0,0
"032157125",45,48,99,51,23,23,26,12,13
"032167009",139,110,75,107,66,31,27,17,12
"032171733",80,90,38,48,19,35,13,22,10
"032207115",32,9,29,42,26,17,25,14,12
"032212990",1004,747,528,442,363,290,267,223,229
"032232386",23,21,58,63,75,41,36,29,14
"032248903",47,16,27,6,16,5,17,2,5
"032254752",86,47,25,27,40,18,13,23,12
"032268836",68,44,52,35,31,14,21,21,5
"032282659",26,18,32,23,12,11,3,2,2
"032284619",10,10,5,15,9,8,51,2,3
"032285343",71,22,17,23,39,14,2,7,2
"032316515",513,257,255,169,158,149,71,43,107
"032323610",72,19,11,5,4,8,9,6,7
"032366945",123,76,69,79,32,22,44,21,44
"032372526",30,18,15,11,7,8,5,5,6
"032373664",339,273,365,323,238,197,144,106,86
"032375966",0,56,55,22,27,10,7,4,0
"032381985",14,30,22,12,12,2,12,1,14
"032387099",54,21,29,29,9,15,3,10,0
"032388543",71,24,37,25,18,10,23,7,8
"032391609",190,138,105,70,45,63,52,40,48
"032396632",64,45,22,31,37,23,20,9,2
"032396637",35,16,17,16,12,5,6,0,0
"032403776",66,18,24,20,11,12,12,2,6
"032419587",58,12,10,4,2,4,3,2,8
"032451809",52,25,21,18,47,19,19,22,1
"032454167",22,11,13,14,18,21,8,5,6
"032464109",55,40,19,31,21,13,13,6,12
"032474772",59,23,7,9,10,3,5,3,6
"032500548",142,116,110,24,96,4,13,8,23
"032531188",244,117,73,31,61,20,29,41,18
"032532418",137,52,59,53,30,30,28,26,20
"032555483",61,33,20,19,13,16,13,15,11
"032555690",67,4,54,86,60,41,26,16,12
"032559382",174,88,62,78,46,65,22,21,23
"032561818",86,44,24,9,10,1,7,5,12
"032561961",143,103,135,91,64,46,50,31,33
"032595285",38,48,11,6,3,35,6,9,16
"032595386",31,25,12,12,9,1,3,6,2
"032606642",230,89,44,25,164,39,26,10,18
"032663155",56,33,9,41,23,8,0,13,13
"032672651",14961,8362,5960,4608,4534,3553,3041,2679,2370
"032677213",71,106,90,60,21,10,23,7,21
"032679834",41,31,58,15,7,1,4,7,12
"032688081",56,7,15,15,7,2,6,4,2
"032693850",124,51,44,37,35,35,24,24,22
"032696721",113,51,56,33,15,20,11,14,22
"032700580",114,77,64,51,45,51,34,20,25
"032700770",440,313,171,78,104,108,85,58,79
"032705659",661,427,239,209,183,165,154,111,84
"032713588",25,29,11,8,11,0,14,1,6
"032721235",263,155,111,95,69,67,51,42,32
"032754491",24,5,11,35,20,4,3,9,11
"032765190",939,526,393,327,307,203,235,156,177
"032781148",0,1,0,80,0,0,0,0,55
"032805202",85,28,36,23,19,21,22,21,11
"032808958",75,46,39,36,18,39,11,10,10
"032827243",37,31,7,11,8,7,8,4,1
"032827342",200,143,108,92,90,86,58,31,81
"032834298",121,0,0,8,0,0,0,0,0
"032838901",54,22,4,20,24,13,2,13,5
"032843141",47,22,18,14,11,10,1,10,4
"032844149",200,210,209,179,101,39,82,38,44
"032869526",197,104,127,38,63,39,42,78,43
"032876026",49,33,22,5,9,4,1,8,2
"032900735",48,13,5,6,4,5,8,4,7
"032903118",178,91,43,51,39,54,33,31,33
"032914595",63,46,0,11,12,7,18,29,22
"032916103",294,153,154,124,92,103,60,48,58
"032917879",68,20,47,10,25,4,19,5,23
"032925518",4,91,101,22,13,13,14,15,5
"032936635",51,22,6,5,11,3,0,6,3
"032946670",31,9,5,18,17,16,11,12,12
"032954265",247,1071,451,182,91,72,32,35,15
"032959525",47,27,16,13,13,9,11,6,5
"032964637",261,563,713,536,228,89,64,56,55
"032969354",522,234,218,141,112,92,65,67,68
"032970746",75,36,26,33,27,13,10,13,24
"032983348",23,30,13,14,10,10,15,8,6
"032996092",29,16,26,12,15,11,6,13,8
"032999518",61,31,0,4,7,5,2,15,8
"033011776",66,34,31,50,15,13,13,9,10
"033013798",71,45,84,64,56,36,17,11,10
"033014361",66,23,19,12,3,2,0,81,1
"033029433",31,15,23,13,9,4,3,5,5
"033037944",39,18,20,25,8,15,20,10,9
"033054784",266,146,110,111,103,77,71,49,50
"033062410",34,23,41,8,2,7,3,1,7
"033092370",91,49,40,30,52,27,17,14,20
"033095568",500,216,317,231,119,175,137,118,153
"033103862",21,12,1,48,0,0,0,0,26
"033122474",41,5,4,9,15,16,17,7,24
"033136750",82,112,73,47,9,37,46,13,2
"033145939",4248,3212,2301,1716,1218,872,641,514,413
"033159125",42,24,23,22,24,17,9,4,2
"033167201",11,18,10,20,46,10,1,1,2
"033170382",598,367,266,238,226,167,138,123,112
"033171534",62,0,2,2,0,8,19,0,20
"033171799",90,22,8,7,13,16,0,10,6
"033174293",76,24,9,32,14,14,19,29,3
"033175311",63,44,54,11,33,13,8,9,2
"033178765",79,51,57,31,31,24,18,6,7
"033179656",25,18,16,10,17,4,9,3,2
"033182387",40,31,15,29,15,11,7,14,5
"033183922",83,16,37,45,45,37,39,30,30
"033192246",176,15,7,3,8,7,4,58,21
"033194577",60,47,65,25,13,22,10,20,5
"033196502",27,21,38,31,32,23,18,13,11
"033199514",245,129,182,219,304,235,110,34,40
"033200502",51,12,16,26,18,25,16,8,14
"033201356",592,321,207,196,148,92,108,120,148
"033202763",54,76,60,11,33,17,15,9,8
"033207234",129,63,21,5,2,9,11,18,20
"033214826",349,196,137,115,81,57,70,58,81
"033222126",36,31,2,5,4,4,16,5,0
"033231973",203,242,44,39,18,45,49,11,15
"033234324",195,109,64,60,38,39,39,16,49
"033247784",64,43,24,23,12,10,9,9,3
"033250770",73,36,46,32,10,29,22,15,10
"033251153",16,2,1,7,7,3,56,6,17
"033276226",50,37,23,22,20,10,17,12,14
"033281218",58,43,37,33,33,14,20,15,17
"033299442",59,32,27,17,18,7,16,11,3
"033299996",57,46,13,13,10,11,3,8,6
"033304288",65,28,6,27,22,6,1,5,3
"033305264",1921,1055,711,610,483,362,362,289,359
"033307401",32,51,25,17,12,13,15,12,27
"033310137",31,22,14,10,11,8,4,6,4
"033310609",6614,3319,1748,1080,657,381,243,237,247
"033312984",1,30,73,56,38,14,3,3,2
"033314263",418,200,184,131,98,124,113,77,64
"033317137",83,13,26,25,17,30,8,7,2
"033318098",52,28,22,30,23,16,15,11,17
"033324117",326,328,183,132,55,89,53,53,30
"033327714",70,53,30,20,13,36,8,19,21
"033333998",40,11,6,7,14,5,5,8,8
"033336025",31,15,50,38,20,28,10,19,21
"033352956",32,12,10,19,10,12,13,7,4
"033360520",32,17,15,14,3,12,8,0,5
"033373127",91,71,29,17,28,9,15,8,10
"033386588",77,38,39,22,21,22,12,10,3
"033395757",49,37,29,15,14,18,12,11,8
"033416173",19,51,6,28,2,3,3,1,1
"033416244",266,187,162,140,86,36,30,54,33
"033429726",105,24,68,52,14,2,5,10,3
"033429775",15,8,61,33,22,10,7,5,7
"033440637",50,55,24,26,19,26,8,3,7
"033440749",29,14,18,18,7,5,13,1,7
"033449757",124,33,15,12,48,33,57,17,75
"033451043",24,15,22,7,14,8,10,6,1
"033457468",225,316,2,0,0,73,0,0,1
"033462388",37,16,15,15,19,10,4,10,14
"033469854",117,83,56,35,6,23,11,15,5
"033479726",20,14,34,30,11,11,8,9,4
"033489019",125,100,50,37,27,45,28,34,17
"033491911",953,354,182,97,44,94,47,69,80
"033499229",88,42,39,28,21,17,18,15,11
"033501701",72,47,27,27,18,15,18,16,5
"033507419",94,39,46,30,33,27,16,16,15
"033521043",104,26,2,6,4,0,13,0,7
"033532771",55,58,52,64,66,75,38,45,31
"033537374",294,214,92,2,835,705,140,9,1
"033539545",34,5,5,4,8,13,7,10,21
"033541236",54,47,14,15,12,4,5,23,2
"033547964",7,27,68,51,42,23,8,9,4
"033581885",101,48,45,41,48,21,28,23,20
"033608183",23,63,103,50,18,37,42,36,24
"033621645",484,249,166,196,178,120,108,80,59
"033632589",90,79,22,24,8,26,17,11,9
"033638623",66,19,10,6,0,3,0,11,0
"033638896",119,56,36,19,16,30,13,10,13
"033640731",58,21,30,28,18,17,13,16,11
"033641119",36,41,22,23,25,13,12,26,13
"033678954",30,11,11,11,8,9,9,8,4
"033714143",376,230,170,144,116,81,91,68,66
"033714775",36,26,84,76,153,134,34,8,5
"033716101",145,73,62,43,70,42,21,21,23
"033717307",248,89,133,20,0,0,106,0,73
"033723990",521,179,106,83,88,102,79,106,75
"033762230",146,62,416,629,484,218,110,63,40
"033771288",210,40,39,14,59,9,28,51,17
"033780842",32,21,15,37,8,12,15,4,10
"033782343",27,16,8,8,6,6,12,8,9
"033786810",45,7,26,27,2,11,6,8,4
"033790494",66,10,21,2,15,30,5,6,16
"033821286",81,21,14,9,11,6,10,8,11
"033824396",62,9,19,22,28,33,47,34,27
"033824665",22,13,28,33,28,41,15,21,7
"033846713",130,70,53,27,31,14,49,42,22
"033850269",35,10,15,9,8,4,4,10,11
"033895095",17,50,55,41,49,14,17,4,8
"033895772",10,10,34,0,7,38,2,0,0
"033904082",27,16,51,13,7,3,7,4,5
"033907874",848,549,463,340,286,269,240,199,215
