"","1","2","3","4","5","6","7","8","9"
"181070996",45,33,14,4,6,1,3,0,7
"181076118",45,34,26,24,17,16,13,12,6
"181078783",34,31,24,17,19,9,14,5,2
"181082470",163,57,44,47,39,29,22,36,20
"181087842",20409,11904,8412,6247,5154,4450,3424,3362,2968
"181116013",88,67,63,49,51,31,19,30,24
"181118738",133,102,67,79,51,35,28,20,17
"181119868",62,7,7,0,0,6,0,22,14
"181125394",72,65,37,29,10,32,17,2,16
"181130170",1,76,33,4,0,0,0,0,0
"181135443",105,23,21,14,6,21,6,12,2
"181142274",46,19,18,5,12,12,16,20,9
"181162546",292,256,170,86,90,91,80,43,66
"181173154",99,57,29,47,66,31,25,23,27
"181175597",51,8,9,11,1,3,14,1,2
"181176298",15,23,21,12,5,7,9,7,2
"181181728",39,18,2,14,4,8,43,3,3
"181185570",461,198,196,133,93,133,104,106,39
"181199134",383,186,161,156,89,105,47,59,49
"181217030",97,62,64,17,54,20,23,17,8
"181222795",30,30,11,20,4,5,1,4,10
"181223454",45,38,26,18,24,9,11,19,19
"181230004",24,17,18,15,18,11,5,9,6
"181250432",60,17,16,8,13,9,5,7,4
"181258021",8,6,5,16,50,42,6,0,0
"181272209",30,56,16,11,19,4,3,2,2
"181273988",145,73,70,66,32,37,26,26,21
"181302050",14,22,24,21,2,7,5,6,3
"181309014",49,35,35,19,9,21,8,8,9
"181354218",65,33,32,42,8,6,1,1,0
"181405994",107,71,36,19,37,34,12,39,9
"181412982",44,32,17,22,7,18,9,6,2
"181413543",48,23,19,17,14,4,9,11,2
"181413642",103,87,60,32,28,18,29,21,17
"181415022",67,65,31,19,39,17,0,15,0
"181416749",20,21,13,13,7,5,9,8,4
"181423372",123,58,72,57,21,11,99,4,26
"181428814",94,42,28,22,18,20,11,14,5
"181429416",12,25,3,2,4,59,9,1,0
"181431623",165,116,52,23,68,48,19,18,11
"181435236",178,104,77,35,37,20,31,35,34
"181437091",151,101,7,3,0,0,0,0,0
"181437224",13,20,28,13,0,27,0,0,0
"181443904",66,36,56,24,29,33,12,12,15
"181444014",79,4,20,4,6,41,9,29,20
"181450453",55,26,17,20,22,11,9,6,4
"181454026",177,65,40,32,40,33,26,30,25
"181454161",92,26,19,25,7,9,13,18,11
"181458068",28,26,47,16,18,13,17,10,11
"181536400",96,58,36,19,12,36,33,16,6
"181539974",161,40,17,16,3,17,50,0,10
"181554874",44,34,15,23,2,16,11,5,5
"181558040",216,99,93,69,62,43,40,30,27
"181561168",60,36,38,41,41,7,6,10,2
"181584889",21,83,0,9,0,13,0,0,0
"181625539",44,33,31,11,5,79,12,17,28
"181627048",18,18,35,3,4,3,1,8,80
"181631289",59,20,30,17,18,13,13,5,19
"181652777",110,41,37,32,26,31,14,16,16
"181654872",75,18,2,1,7,4,0,5,11
"181660838",7,37,4,9,52,5,0,0,0
"181661687",36,29,22,13,6,0,9,1,6
"181711672",45,26,10,22,10,6,4,13,16
"181716465",55,34,42,18,23,18,23,15,20
"181718854",74,34,22,31,6,15,6,4,8
"181739178",32,19,3,15,4,0,23,6,2
"181759101",43,24,15,3,7,2,7,4,0
"181759945",138,91,68,93,46,39,19,26,52
"181760430",58,43,40,45,33,13,22,10,20
"181764697",380,227,115,159,67,116,63,46,23
"181771551",28,11,6,11,23,11,8,4,3
"181771809",33,29,46,109,6,7,7,5,3
"181776550",80,58,61,30,69,34,32,33,11
"181778846",159,143,131,96,25,32,14,37,44
"181779864",94,17,15,12,23,27,33,27,6
"181780776",26,12,35,23,24,0,17,23,19
"181800470",25,54,30,29,4,21,2,7,10
"181823469",393,217,181,189,105,178,147,83,66
"181837808",48,24,34,13,24,9,18,10,9
"181843616",38,20,23,7,5,6,4,8,6
"181845306",38,30,19,19,9,14,7,7,11
"181898206",20,27,16,11,4,1,6,3,12
"181903931",174,63,75,39,50,27,32,29,21
"181924978",1,17,41,28,7,3,4,0,0
"181936493",30,13,36,59,24,22,13,12,7
"181947730",380,107,40,59,62,89,288,91,72
"181955162",64,12,40,35,36,0,22,0,4
"181990318",46,13,18,12,2,2,5,3,5
"182004838",1453,707,557,471,512,564,586,380,336
"182029942",162,95,73,55,58,28,11,13,15
"182038547",31,23,17,18,12,4,9,12,4
"182043083",5794,3462,2552,1379,3158,1619,1970,1478,1318
"182045914",63,42,30,30,37,28,11,10,6
"182051805",79,35,41,8,34,21,17,20,49
"182052576",0,26,1,0,40,2,11,21,16
"182054689",25,38,76,50,34,13,23,10,16
"182055207",67,54,49,41,20,26,23,13,16
"182070482",42,10,40,16,7,19,0,17,1
"182080580",55,34,32,31,30,22,9,16,7
"182081299",159,117,111,62,55,19,31,13,30
"182085126",39,9,13,16,31,11,3,5,12
"182097444",69,30,32,2,15,12,99,45,56
"182103291",41,24,6,21,90,8,59,6,62
"182126664",53,62,27,21,12,10,22,24,16
"182157982",280,187,183,143,91,75,49,60,61
"182158873",5749,3760,3172,2418,1701,1583,1517,1086,1111
"182160069",17,20,21,18,9,2,6,4,3
"182196022",39,26,13,10,7,8,3,3,0
"182205203",38,28,21,17,14,12,5,12,7
"182251553",37,43,30,12,18,11,4,7,6
"182287727",211,75,55,196,236,75,18,27,27
"182307343",57,57,37,16,17,14,6,5,14
"182376145",154,32,43,25,12,14,23,5,47
"182392936",44,21,19,13,16,2,4,12,0
"182431239",13,33,30,12,10,0,1,2,2
"182463059",64,8,1,12,10,8,16,10,11
"182475876",149,62,80,68,39,35,37,29,24
"182477088",149,174,41,28,26,12,22,13,25
"182505466",45,72,6,17,15,0,13,2,5
"182514950",51,31,14,12,4,11,9,3,13
"182546234",112,50,26,38,33,26,18,6,25
"182642124",36,57,11,2,2,1,3,9,2
"182673343",45,19,18,4,12,5,14,6,0
"182737262",73,35,31,23,17,10,15,13,22
"182742932",124,70,29,11,26,6,7,5,0
"182755038",50,27,46,23,12,23,14,10,17
"182758099",31,18,31,14,5,7,2,1,5
"182774307",88,52,32,42,19,24,17,10,31
"182782235",33,30,8,4,8,12,10,3,5
"182802041",54,21,4,7,6,28,17,11,8
"182806976",45,47,25,12,9,11,10,10,9
"182826909",41,24,22,24,7,19,10,9,5
"182830158",1029,1125,1060,685,475,408,464,307,256
"182851477",40,9,23,6,27,8,9,12,8
"182853689",1982,1241,1118,739,503,418,298,265,393
"182857615",103,30,14,9,9,4,7,4,3
"182858381",20,25,11,4,9,12,14,1,4
"182875567",40,21,16,16,11,11,16,9,4
"182891994",39,34,25,12,22,9,17,8,17
"182894535",126,88,62,33,25,35,30,26,9
"182896514",638,317,199,179,202,117,127,86,101
"182896829",148,68,65,55,23,28,20,11,18
"182912493",90,44,23,52,13,17,13,15,28
"182927392",40,19,20,18,11,8,14,6,5
"182933564",34,34,18,40,6,8,12,14,4
"182938105",123,2,95,38,146,226,179,177,178
"182949859",15,37,46,32,5,0,4,3,0
"182956367",131,76,72,62,22,27,28,20,19
"182971879",47,64,36,31,52,6,21,10,3
"182993170",329,159,80,60,100,41,77,32,21
"182995431",19,18,36,2,8,6,1,10,3
"183013333",159,93,86,21,49,110,38,62,58
"183020841",122,34,20,14,14,7,6,0,5
"183032051",2084,1212,910,657,564,472,451,267,399
"183033034",82,80,72,32,44,38,20,49,14
"183041755",34,20,18,8,3,3,5,4,5
"183064240",80,102,32,115,21,51,16,19,12
"183081553",41,26,3,17,4,13,3,8,6
"183083187",30,16,6,7,13,12,0,5,22
"183101419",67,58,45,42,5,9,1,1,3
"183108273",44,14,18,7,20,8,11,5,5
"183113778",374,251,192,174,168,88,109,110,82
"183125293",156,64,60,46,16,57,36,22,6
"183141613",43,55,18,4,8,7,21,20,3
"183142371",65,16,18,3,11,6,12,3,8
"183144716",32,14,11,11,14,11,8,8,5
"183171396",63,41,31,44,11,13,6,11,15
"183185420",53,26,36,19,26,20,9,11,9
"183187152",152,131,104,65,52,30,37,30,50
"183195924",55,18,16,16,10,6,5,8,3
"183205462",60,38,27,8,14,4,4,16,11
"183208503",68,53,27,16,21,12,14,12,8
"183216027",24,30,44,28,11,12,8,7,7
"183217926",275,76,115,131,96,76,63,76,66
"183252501",208,70,38,19,16,10,16,26,15
"183271964",78,25,38,37,25,11,20,15,9
"183277938",69,10,24,5,21,7,23,8,0
"183285998",511,273,206,164,125,96,90,78,77
"183324946",25,22,22,6,12,6,10,4,8
"183335629",40,23,7,0,2,65,0,41,0
"183336601",52,28,26,24,29,12,12,15,8
"183362482",167,120,70,34,55,49,25,18,31
"183365410",44,14,3,5,22,11,41,0,23
"183376235",9,75,22,17,4,20,3,5,27
"183377860",95,38,39,40,44,37,37,19,30
"183389832",206,72,36,59,77,103,79,57,63
"183390392",82,36,34,24,4,6,9,15,1
"183401611",53,40,47,31,9,55,7,20,17
"183409817",25,37,43,4,24,0,2,0,8
"183417646",41,25,30,18,14,17,11,9,5
"183426279",37,18,29,5,7,5,9,5,4
"183444314",48,27,19,31,17,9,8,9,7
"183477462",48,23,18,16,12,6,8,4,7
"183501571",33,129,36,11,6,5,4,6,4
"183502863",119,41,51,29,12,22,31,13,9
"183506575",250,153,120,65,74,47,55,51,28
"183511062",46,23,22,22,22,12,6,17,9
"183551084",88,72,60,39,31,15,10,19,17
"183557859",97,18,36,33,61,16,6,19,5
"183580844",102,83,54,49,57,50,27,31,31
"183595552",61,6,20,0,0,0,9,0,6
"183603513",80,43,37,18,22,19,18,6,16
"183605823",28,32,19,11,11,9,2,5,12
"183610112",37,14,7,16,13,22,5,8,1
"183610237",106,70,59,58,31,26,20,16,15
"183615426",40,21,13,5,14,5,5,7,4
"183616937",22,89,25,19,10,6,5,7,5
"183688100",91,77,84,71,42,38,32,31,20
"183720515",122,191,126,48,46,14,33,32,12
"183741909",117,81,60,45,39,28,22,17,21
"183744262",17,29,13,19,26,3,0,9,5
"183749220",50,68,12,5,12,8,4,4,9
"183761720",334,235,216,110,91,94,91,51,61
"183776681",164,84,69,71,74,49,46,39,23
"183782176",63,44,42,42,20,14,17,20,3
"183789015",59,27,33,16,26,12,10,7,10
"183796705",32,19,10,20,15,26,4,6,0
"183817584",94,59,51,40,36,23,15,18,19
"183818145",187,108,57,71,51,66,63,47,33
"183844331",84,15,17,67,10,32,20,0,5
"183848464",31,13,26,18,6,10,4,15,6
"183851674",35,41,31,11,4,2,0,5,4
"183865278",294,25,29,26,14,28,34,36,51
"183872373",130,73,60,41,43,23,20,29,58
"183906957",68,48,44,37,22,27,12,18,9
"183919906",154,82,89,139,56,60,36,55,39
"184009686",35,31,33,14,7,10,4,5,3
"184033744",85,50,25,17,30,8,2,17,13
"184040470",44,29,38,9,4,1,2,0,3
"184046761",58,38,3,19,19,19,12,5,13
"184055598",189,121,99,80,83,64,36,34,19
"184056166",675,373,327,261,201,149,142,115,85
"184060445",36,35,33,11,5,6,1,10,0
"184061208",53,44,44,39,19,14,33,24,22
"184073547",52,12,6,11,9,3,12,0,6
"184087302",34,20,14,18,3,14,11,14,10
"184112837",66,12,7,23,5,9,21,23,3
"184116564",31,50,90,88,13,6,26,0,16
"184121630",31,21,38,31,19,24,9,17,24
"184182702",246,142,131,89,66,55,48,39,47
"184200785",322,132,49,30,103,42,42,199,86
"184203701",32,12,34,33,10,19,8,7,3
"184220796",8,57,82,20,3,5,0,0,0
"184337103",27,4,22,20,7,5,18,0,17
"184343221",83,51,47,22,29,12,20,17,11
"184347024",98,33,19,0,0,0,4,24,0
"184443930",105,44,34,34,23,23,30,15,11
"184445828",69,34,36,24,19,17,22,13,14
"184446636",51,23,6,20,9,10,5,7,0
"184449630",63,50,48,46,21,26,22,15,6
"184449924",35,10,51,14,0,40,10,6,26
"184451388",48,25,7,5,0,7,17,0,15
"184453264",58,51,36,14,17,28,17,8,9
"184456155",111,37,52,37,15,13,15,3,6
"184531882",38,26,50,16,58,6,10,18,1
"184550440",1275,9,0,195,3,1,201,500,115
"184567634",58,32,17,22,19,19,10,19,5
"184595309",118,74,58,37,21,32,38,8,29
"184597920",28,28,31,24,8,14,3,5,11
"184604965",208,202,147,113,88,57,39,40,48
"184610538",36,44,20,7,2,1,14,17,12
"184629491",151,50,24,49,59,56,163,13,126
"184674229",88,47,63,11,33,0,19,0,22
"184675986",83,101,43,33,11,23,28,5,13
"184706559",27,9,1,2,2,34,2,31,1
"184728731",64,30,51,38,38,24,19,24,20
"184748171",555,243,152,117,167,72,66,65,75
"184758055",188,99,97,66,68,12,50,41,26
"184763290",2414,1377,962,771,530,551,455,390,449
"184763790",26,29,29,22,15,7,6,3,0
"184766587",54,22,5,15,5,4,6,6,4
"184768583",177,52,50,57,75,40,15,16,14
"184779924",266,248,341,223,173,146,132,80,81
"184805166",253,100,115,114,61,41,63,45,23
"184808053",375,187,154,108,95,66,68,69,66
"184811222",102,52,32,47,11,26,21,19,19
"184817096",184,153,124,101,94,45,56,65,33
"184819035",105,63,35,18,9,4,17,14,17
"184826329",157,11,0,0,0,0,0,0,26
"184861235",100,43,27,36,20,19,19,8,18
"184864601",23,18,4,14,2,11,18,5,16
"184889256",33,63,13,24,46,0,8,1,10
"184892172",50,28,30,6,10,4,2,8,7
"184892388",876,923,457,201,398,225,205,181,111
"184898773",33,8,12,11,23,12,2,8,5
"184905347",124,55,66,51,33,34,18,23,27
"184937498",51,59,38,22,10,10,13,5,7
"184942662",35,19,21,4,12,3,7,3,5
"184945335",91,54,27,34,22,10,10,55,21
"184983294",126,131,212,129,83,76,45,30,27
"185006491",51,42,33,24,23,17,26,34,1
"185007788",93,62,44,33,21,23,17,11,24
"185049848",122,32,20,26,21,7,17,8,2
"185053089",34,20,52,34,42,28,19,6,8
"185053170",67,82,46,34,29,20,20,16,23
"185053444",211,152,190,116,88,54,48,53,27
"185056942",100,61,42,6,23,18,36,21,21
"185057460",297,161,131,94,104,50,44,49,70
"185057601",237,170,160,105,110,83,70,59,41
"185077724",29,17,18,12,8,13,6,7,6
"185077971",89,36,44,21,24,22,19,8,45
"185101391",28,20,12,8,12,7,6,1,6
"185111887",1272,247,117,8,96,87,270,230,92
"185115128",61,39,11,15,33,19,8,10,15
"185132888",19,7,62,2,6,4,4,9,22
"185169620",341,47,30,51,154,105,330,88,351
"185191491",51,22,13,9,3,2,3,4,12
"185257482",54,97,55,28,17,21,13,14,11
"185261658",190,19,10,32,16,5,21,16,41
"185276065",148,131,87,37,50,25,38,31,18
"185279130",148,44,60,22,43,53,43,16,33
"185282001",49,34,72,79,31,15,29,38,10
"185302218",111,81,49,33,40,9,9,14,14
"185305658",94,33,33,3,3,15,6,9,9
"185311359",45,34,32,31,18,12,10,8,11
"185354805",33,29,24,15,7,12,9,4,5
"185369712",24,50,8,2,14,10,13,5,5
"185372869",36,57,25,14,13,4,7,2,5
"185375466",5,32,16,11,4,5,10,7,12
"185381373",39,59,43,26,15,24,8,4,11
"185384120",65,24,28,32,19,3,23,14,7
"185384729",9,127,6,165,102,1,2,1,2
"185389504",66,11,32,3,19,11,3,7,0
"185391034",721,428,311,76,147,44,105,105,95
"185428455",125,69,65,79,75,43,34,19,27
"185444825",191,136,116,39,36,94,71,10,12
"185467730",96,41,25,16,17,14,11,9,11
"185481751",215,140,88,73,71,57,50,39,26
"185493145",1446,1018,817,721,732,560,509,347,325
"185494465",169,48,80,48,55,50,37,48,29
"185548765",80,73,26,30,9,9,8,31,14
"185570731",45,12,2,10,12,6,10,2,12
"185572745",93,51,40,9,4,10,16,4,8
"185574436",17,8,7,52,6,7,2,4,2
"185601051",212,93,81,30,43,35,47,30,30
"185605227",24,12,13,10,8,14,11,4,4
"185613887",240,86,78,41,44,41,34,30,25
"185649303",28,13,17,7,6,14,10,4,5
"185654076",362,208,147,156,80,136,53,62,40
"185655276",21,11,25,16,10,11,2,6,7
"185658432",57,27,20,11,5,21,7,14,14
"185658903",157,68,82,108,68,40,84,46,26
"185665692",329,117,169,106,112,67,77,57,50
"185682478",152,66,32,54,41,24,33,22,20
"185684847",338,261,164,107,125,39,48,41,45
"185688392",48,43,18,22,13,13,16,4,9
"185690807",114,48,15,21,20,20,1,11,6
"185708286",30,17,23,16,18,10,17,4,4
"185709300",18,40,20,9,15,7,5,6,16
"185729584",65,26,33,28,13,13,8,6,5
"185731825",83,33,41,28,24,28,15,17,25
"185739427",8,5,1,26,1,2,0,0,58
"185766110",49,14,5,6,8,5,16,7,3
"185774767",357,274,320,309,234,203,141,79,72
"185775582",68,80,38,25,28,12,20,16,13
"185779477",18,13,23,13,14,11,7,5,7
"185784642",346,244,113,81,78,68,48,50,50
"185786159",37,22,9,9,15,5,17,0,0
"185790052",108,64,11,7,4,7,12,3,6
"185793841",89,93,76,84,60,18,20,23,16
"185803327",72,16,3,7,0,3,1,10,4
"185810421",34,29,29,11,20,20,18,5,10
"185826690",175,69,68,40,47,49,48,55,45
"185834272",144,54,85,59,39,46,39,22,46
"185838646",75,15,6,21,1,24,16,18,4
"185840659",60,1,10,0,0,4,4,36,16
"185865102",480,271,275,197,163,131,97,86,86
"185869146",284,132,121,110,108,98,65,42,46
"185871477",79,100,58,31,26,34,16,13,14
"185891603",54,28,12,8,12,9,7,12,1
"185900206",201,122,140,88,179,104,68,53,42
"185903317",199,139,160,102,74,48,35,44,38
"185904497",51,21,22,9,9,41,24,27,3
"185910015",133,51,16,21,14,25,11,7,15
"185923112",57,18,31,14,9,15,8,9,11
"185935066",36,41,5,32,4,13,4,8,22
"185938615",75,9,14,0,0,0,3,0,2
"185966181",38,16,8,18,0,28,2,0,10
"185967197",15,5,54,15,17,1,11,5,9
"185972130",70,36,28,21,39,29,9,24,24
"185988912",33,24,32,14,23,15,8,18,10
"185998689",23,20,13,16,9,5,6,4,6
"186006136",264,130,68,118,124,67,64,53,38
"186008108",51,25,18,31,13,13,7,11,11
"186087524",67,127,127,39,15,11,32,5,5
"186090817",239,41,176,390,0,491,336,488,2
"186103073",58,232,65,3,0,0,0,0,0
"186121604",34,28,24,21,27,0,1,1,3
"186128047",130,63,81,84,48,41,47,37,27
"186163465",30,33,15,2,4,5,8,4,0
"186163622",74,54,47,33,38,22,18,17,14
"186175766",27,17,20,15,14,16,7,5,7
"186179420",35,20,43,23,22,23,11,7,1
"186184552",201,110,78,114,52,60,53,25,60
"186190724",67,58,20,2,15,25,0,32,4
"186210316",86,40,42,15,8,0,15,3,1
"186217964",26,23,7,38,4,5,0,0,2
"186232799",104,69,23,21,16,22,27,13,41
"186283768",896,623,579,407,386,206,210,137,140
"186289609",87,16,0,0,14,0,0,0,0
"186295239",104,52,19,7,0,2,20,0,16
"186318457",23,21,20,12,13,19,7,4,8
"186334504",125,97,32,38,72,22,16,8,23
"186340816",92,4,0,1,0,11,0,0,1
"186346854",32,20,21,11,12,15,7,6,8
"186355020",63,13,11,25,1,16,1,6,38
"186355046",27,25,14,15,17,10,6,3,6
"186361127",782,560,318,317,248,315,42,113,143
"186375218",257,106,67,40,35,32,27,24,43
"186386504",117,635,415,0,0,0,3,242,0
"186395026",377,193,98,74,98,123,62,85,43
"186396370",23,35,16,7,15,7,12,2,2
"186413639",116,28,3,33,0,1,4,0,1
"186419263",70,25,3,7,1,13,0,3,3
"186428231",202,111,128,78,123,82,112,67,49
"186485251",143,66,27,35,20,13,20,20,16
"186507216",8,18,14,18,13,0,31,8,6
"186508057",298,92,64,47,74,63,85,85,47
"186527818",566,321,277,216,147,161,149,120,89
"186528188",2343,900,626,817,820,960,300,327,326
"186529442",90,56,30,33,22,16,19,14,15
"186533840",396,230,152,144,87,86,71,49,69
"186537163",50,71,25,14,15,16,12,18,7
"186541421",22,43,4,2,24,3,1,12,1
"186575981",67,43,36,20,19,12,20,3,15
"186576310",662,447,349,138,199,168,105,100,212
"186579173",1542,880,982,851,651,514,507,316,300
"186587523",223,76,53,39,9,0,43,0,20
"186606117",101,17,20,1,36,6,33,4,9
"186609301",51,21,21,21,11,8,7,7,7
"186614616",201,140,101,56,46,12,7,22,2
"186617663",80,31,26,28,23,15,6,9,7
"186618328",69,56,98,10,12,35,7,3,22
"186618851",26,35,36,19,5,6,8,2,3
"186682068",30,18,9,22,4,12,8,23,34
"186686754",43,27,39,15,9,7,4,20,8
"186689576",21,23,44,22,15,11,9,3,3
"186689782",67,36,6,7,4,4,17,15,0
"186700910",55,45,48,26,23,19,19,5,13
"186712824",75,42,45,39,44,34,36,26,19
"186714341",63,99,60,12,39,33,14,16,1
"186716668",462,269,198,174,130,99,90,91,83
"186716726",62,75,10,9,4,15,74,21,1
"186727038",64,25,12,10,4,5,3,7,9
"186736690",76,35,9,7,2,3,6,4,5
"186737979",125,66,75,51,47,36,27,25,21
"186754149",69,28,52,35,33,31,10,16,17
"186767224",52,4,23,5,6,3,7,1,3
"186794533",17,38,44,12,9,6,6,2,3
"186796405",43,31,17,15,19,10,11,11,4
"186816021",7,9,2,4,13,21,0,44,33
"186816914",69,81,55,61,28,24,10,10,21
"186819520",60,50,16,13,13,13,11,8,6
"186823159",52,19,13,9,10,7,3,10,2
"186824751",173,94,102,177,265,380,91,32,46
"186874348",51,23,38,14,17,12,16,7,12
"186875076",145,161,76,62,37,21,17,36,50
"186899324",36,16,23,18,6,6,3,9,12
"186912056",57,13,5,13,16,8,14,13,9
"186918488",109,110,113,51,55,35,28,23,28
"186945325",14754,11707,2276,1935,1698,1322,1315,1369,1334
"186947607",230,243,77,126,43,80,21,93,15
"186948592",114,67,14,9,23,18,9,18,10
"186951518",60,38,21,17,13,10,6,25,14
"186951851",200,82,18,205,98,78,11,8,10
"186957952",408,203,120,142,97,96,80,62,55
"186959008",53,40,18,14,2,5,0,3,7
"186968939",39,27,10,13,18,11,9,8,5
"186976408",79,54,12,12,4,2,17,4,3
"186976767",84,32,6,22,32,36,14,15,34
"186977328",90,55,45,19,7,10,17,9,2
"187035985",151,72,41,33,29,20,32,18,29
"187036835",65,40,47,49,5,15,20,8,13
"187050133",410,213,148,110,128,111,95,67,53
"187064027",54,17,17,11,13,2,1,9,2
"187071642",44,27,2,9,6,5,6,9,5
"187113246",28,29,13,20,8,4,5,2,11
"187121699",32,14,34,19,13,17,10,5,7
"187129135",1025,546,417,263,366,187,117,111,129
"187129218",28,104,3,21,10,12,3,12,8
"187144019",50,9,7,0,0,24,1,1,74
"187173612",180,70,58,75,54,33,44,35,15
"187184580",179,101,73,49,36,24,27,23,21
"187193078",44,9,13,15,11,5,10,10,8
"187194337",58,27,24,10,27,5,4,6,25
"187196790",278,107,73,61,68,34,27,58,25
"187198077",131,71,12,7,13,3,13,3,5
"187200691",170,90,101,50,42,47,38,27,17
"187201678",97,47,99,20,53,58,12,13,4
"187211313",37,24,13,13,8,8,20,4,6
"187219196",227,142,137,101,71,69,48,40,51
"187221437",426,240,169,88,96,91,84,68,80
"187243241",53,29,65,5,24,10,4,25,5
"187245167",149,127,121,60,47,65,40,34,20
"187249339",67,21,10,23,11,14,10,21,6
"187270012",16,4,36,21,18,10,7,6,1
"187273966",25,47,24,27,8,2,5,1,2
"187330741",327,184,95,68,277,78,85,41,51
"187333930",54,22,24,18,13,7,24,9,9
"187373162",174,103,39,46,28,37,41,29,23
"187376962",67,63,56,34,25,13,19,3,7
"187378740",89,44,39,41,1,6,0,23,4
"187402586",134,48,114,51,47,26,16,11,7
"187407353",45,23,12,3,5,9,4,3,3
"187409060",374,317,153,189,107,82,81,105,64
"187416888",62,27,17,12,12,19,12,1,4
"187417337",19,24,9,17,28,3,13,4,0
"187421727",152,166,57,59,33,41,36,37,39
"187422147",75,38,7,18,6,0,6,11,3
"187470265",27,53,5,60,5,8,6,8,3
"187478735",106,83,52,41,32,25,23,17,37
"187480087",144,121,45,36,15,32,12,16,25
"187501259",109,55,54,48,21,25,27,19,13
"187512004",27,18,29,14,8,4,6,15,6
"187513804",36,23,24,8,18,4,3,11,7
"187560545",754,385,544,485,380,210,145,114,143
"187569876",814,527,386,277,261,210,126,170,143
"187594788",69,28,1,5,5,2,27,6,32
"187603852",204,46,104,19,143,60,0,65,73
"187608174",62,41,22,25,8,8,4,8,0
"187615534",689,465,286,199,158,112,121,91,117
"187635792",721,348,427,156,153,149,177,107,117
"187637731",74,14,11,9,8,11,7,1,8
"187640821",224,110,87,68,45,38,38,23,50
"187644138",106,72,150,118,78,58,38,18,26
"187645986",29,19,16,14,6,0,8,4,6
"187665161",2416,1364,1488,1139,863,699,605,476,433
"187667290",115,51,35,47,41,66,27,16,13
"187671441",577,245,187,107,103,467,99,73,150
"187679154",29,46,1,96,137,2,5,2,16
"187684915",15,0,6,12,9,9,11,15,25
"187722145",52,17,20,7,3,6,41,0,4
"187727537",415,185,76,67,47,39,36,68,86
"187752605",28,10,16,13,14,23,2,6,4
"187770870",52,9,16,24,21,10,27,16,15
"187771456",217,130,80,82,27,45,44,24,43
"187846605",29,11,21,9,8,4,14,3,8
"187870014",30,45,10,5,6,4,6,3,4
"187879317",577,303,343,251,188,143,134,109,103
"187902192",37,27,24,17,22,12,15,11,5
"187903059",33,25,13,5,3,4,7,9,6
"187921424",52,26,17,4,13,3,5,4,14
"187929146",3730,2115,2362,1857,1502,1057,1047,1043,705
"187931717",204,126,78,52,60,37,40,23,72
"187933945",55,19,10,19,8,7,15,8,4
"187960067",59,19,13,9,9,2,5,5,18
"187960380",96,30,13,0,0,1,0,0,0
"187966866",239,134,112,100,59,63,51,58,41
"187969915",230,138,96,89,53,52,61,35,50
"187971627",29,9,5,37,4,1,6,0,14
"188020440",25,20,20,10,7,11,3,2,6
"188025295",32,9,15,21,12,13,4,17,10
"188049597",286,248,130,92,43,45,50,35,41
"188068469",108,69,30,31,15,53,29,15,13
"188149512",64,36,28,35,10,11,14,7,6
"188152735",26,13,13,4,13,6,3,23,1
"188166664",57,49,34,22,15,24,1,11,11
"188190094",63,15,10,15,6,33,21,15,9
"188196661",64,34,32,45,23,29,7,13,7
"188215578",54,100,403,16,2,1,0,0,34
"188231864",119,66,83,51,45,36,28,24,22
"188234629",170,144,122,74,60,53,56,58,33
"188241137",669,15,6,3,101,3,2,163,120
"188243836",66,43,14,63,53,10,4,5,16
"188272280",166,101,70,43,46,37,26,25,23
"188273023",35,19,36,23,12,9,12,4,9
"188282131",25,3,0,5,13,15,41,14,30
"188286546",20,31,17,30,3,5,0,0,0
"188312292",17,11,10,7,2,11,8,32,24
"188325120",18,23,47,6,11,10,2,1,0
"188350250",415,275,264,177,115,72,102,82,78
"188354831",47,37,11,14,10,32,10,3,10
"188381131",204,167,96,52,63,31,35,24,21
"188385892",51,38,11,15,8,5,19,21,5
"188401533",25,23,34,16,21,14,11,6,3
"188403125",101,154,41,12,28,19,43,8,6
"188436067",85,121,156,32,30,35,84,44,30
"188440358",82,51,22,28,13,4,12,8,18
"188465819",57,10,2,7,64,28,161,17,99
"188466072",68,50,43,34,29,22,13,14,7
"188490726",189,158,168,112,69,18,9,4,99
"188492490",38,73,33,2,1,0,0,15,5
"188532464",85,83,47,32,28,12,26,10,8
"188532741",383,232,114,115,77,93,106,42,45
"188536127",89,37,33,16,31,25,12,13,20
"188545032",401,244,126,197,130,111,70,84,55
"188552384",45,66,34,19,5,4,7,5,2
"188555437",89,33,2,5,16,18,2,5,24
"188564822",3,0,105,0,0,0,0,0,0
"188566681",44,46,15,26,25,29,18,17,10
"188570626",41,15,45,14,58,31,33,7,5
"188576185",33,11,40,48,25,14,17,11,9
"188576409",237,118,141,131,44,15,50,35,9
"188580922",35,27,39,27,12,7,6,8,8
"188587216",382,241,251,228,153,135,119,93,71
"188587794",92,49,45,49,9,12,23,11,39
"188596456",69,31,41,7,8,8,5,5,8
"188617179",143,130,3,30,2,2,3,0,0
"188662704",63,35,33,16,24,15,14,8,12
"188666465",32,11,26,11,11,6,11,4,6
"188677202",66,12,11,19,26,33,34,26,20
"188686778",1074,806,66,181,271,101,97,129,45
"188735237",128,22,409,7,7,87,68,1,1
"188748875",29,27,15,17,9,6,7,12,5
